pc,bank/page,opcode,mnemonic,access_type,effective_address,address_class,subsystem,minimal_os_required,risk,width,bitmask,value_source,x_base/y_base,routine_label,interrupt_context,callers,engine_state_seen,notes,confidence
0x7108,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAA $3D,X",W,0x103D,HC11_REG,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A=0x03,X=0x1000,L7100,mainline/unknown,0xFC2C,,CPU INIT REG | indexed_resolved,high
0x710F,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAA $39,X",W,0x3039,HC11_REG,BOOT_WATCHDOG_CPU,YES,HIGH,8,,A=0xB8,X=0x3000,L7100,mainline/unknown,0xFC2C,,OPTION | OPTION REG | indexed_resolved,high
0x7113,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAA $24,X",W,0x3024,HC11_REG,BOOT_WATCHDOG_CPU,YES,HIGH,8,,A=0x03,X=0x3000,L7100,mainline/unknown,0xFC2C,,TMSK2 timer prescale/RTI mask | TMSK2 | indexed_resolved,high
0x7115,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BCLR $38,X,#$20",RMW,0x3038,HC11_REG,BOOT_WATCHDOG_CPU,YES,HIGH,bit,0x20,clear 0x20,X=0x3000,L7100,mainline/unknown,0xFC2C,,"OPT2 | CLR b5, OPT2, 4X CLK OUT | indexed_resolved",high
0x711A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAA $35,X",W,0x3035,HC11_REG,HC11_CORE,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A=0x1B,X=0x3000,L7100,mainline/unknown,0xFC2C,,BPROT EEPROM block protect | BPROT | indexed_resolved,high
0x711C,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LCC7C,EXEC,0xCC7C,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x7120,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAA 0,X",W,0x3000,HC11_REG,BOOT_WATCHDOG_CPU,YES,HIGH,8,,A=0x00,X=0x3000,L7100,mainline/unknown,0xFC2C,,PORTA / timer pin status | indexed_resolved,high
0x7122,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAA $08,X",W,0x3008,HC11_REG,SENSOR_ADC,YES,HIGH,8,,A=0x00,X=0x3000,L7100,mainline/unknown,0xFC2C,,PORTE / ADC input port | indexed_resolved,high
0x7128,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STD L306E,W,0x306E,UNKNOWN_HW,IO_LATCH_OUTPUT,YES,HIGH,16,,D,,L7100,mainline/unknown,0xFC2C,,External 306x I/O latch candidate,high
0x7132,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BRCLR 0,Y,#$01,L713A",R,0x400B,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x01,bit test 0x01,Y=0x400B,L7100,mainline/unknown,0xFC2C,,"BR IF b0, (1 = CPI/PFI MODE) | indexed_resolved",high
0x713A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STX L3FFC,W,0x3FFC,ASIC_3FXX,IO_LATCH_OUTPUT,YES,HIGH,16,,X,,L7100,mainline/unknown,0xFC2C,,ASIC I/O D port / external output latch | I/O D PORT ..,high
0x713D,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF3ED,EXEC,0xF3ED,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,Very short delay (RTS),high
0x7140,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDD L3FFC,R,0x3FFC,ASIC_3FXX,IO_LATCH_OUTPUT,YES,MEDIUM,16,,memory,,L7100,mainline/unknown,0xFC2C,,ASIC I/O D port / external output latch | I/O D PORT ..,high
0x7143,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF3ED,EXEC,0xF3ED,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,Very short delay (RTS),high
0x714A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STD L3FFC,W,0x3FFC,ASIC_3FXX,IO_LATCH_OUTPUT,YES,HIGH,16,,D,,L7100,mainline/unknown,0xFC2C,,ASIC I/O D port / external output latch | I/O D PORT ..,high
0x7150,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"LDD $2E,X",R,0x302E,ALDL,ALDL_SCI,YES,MEDIUM,16,,memory,X=0x3000,L7100,mainline/unknown,0xFC2C,SCI,"SCSR SCI status | SCSR, GET SCI STATUS & RX BYTE | indexed_resolved",high
0x7154,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAB $2D,X",W,0x302D,ALDL,ALDL_SCI,YES,HIGH,8,,B=0x26,X=0x3000,L7100,mainline/unknown,0xFC2C,SCI,SCCR2 SCI control 2 | SCI CNT'L REG #2 | indexed_resolved,high
0x715B,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STD 0,X",W,0x3FC0-0x3FF8,ASIC_3FXX,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,16,,D,X=0x3FC0,L7100,mainline/unknown,0xFC2C,,loop clears even ASIC words from $3FC0 through before $3FFA | ASIC last DRP/ref period counter | indexed_resolved,medium_range_inferred
0x716A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF2FD,EXEC,0xF2FD,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x7173,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF2FD,EXEC,0xF2FD,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x717C,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF2FD,EXEC,0xF2FD,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x7182,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"CLR 0,X",RMW,0x0360,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CLR,X=0x0360,L7100,mainline/unknown,0xFC2C,,CLR RAM | indexed_resolved,high
0x718A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF20D,EXEC,0xF20D,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x718D,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF245,EXEC,0xF245,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x7190,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LC56F,EXEC,0xC56F,ROM_TABLE,SENSOR_ADC,YES,MEDIUM,,,control transfer,,L7100,mainline/unknown,0xFC2C,,A/D READ BATTERY VOLTAGE,high
0x7193,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L082F,R,0x082F,EXT_RAM,SENSOR_ADC,YES,MEDIUM,8,,memory,,L7100,mainline/unknown,0xFC2C,,A/D VAL,high
0x719E,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L0050,#$08",RMW,0x0050,DIRECT_RAM,SENSOR_ADC,YES,HIGH,bit,0x08,set 0x08,,L7100,mainline/unknown,0xFC2C,,"SET b3, IF A/D 0.56 VDC - 1.20 VDC",high
0x71A1,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L00A6,R,0x00A6,DIRECT_RAM,SENSOR_ADC,YES,MEDIUM,8,,memory,,L7100,mainline/unknown,0xFC2C,,TPS A/D,high
0x71A7,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L082D,R,0x082D,EXT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,,high
0x71AE,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L00A5,R,0x00A5,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,,high
0x71B4,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L0044,#$01",RMW,0x0044,DIRECT_RAM,SPARK_EST,YES,HIGH,bit,0x01,set 0x01,,L7100,mainline/unknown,0xFC2C,EST,"SET b0, FACTORY TEST ENTERED",high
0x71B7,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CLR L0001,RMW,0x0001,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CLR,,L7100,mainline/unknown,0xFC2C,,,high
0x71BD,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STX L3FFC,W,0x3FFC,ASIC_3FXX,IO_LATCH_OUTPUT,YES,HIGH,16,,X,,L7100,mainline/unknown,0xFC2C,,ASIC I/O D port / external output latch | I/O D PORT ..,high
0x71C0,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JMP L7459,EXEC,0x7459,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x71C3,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BCLR L0005,#$10",RMW,0x0005,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x10,clear 0x10,,L7100,mainline/unknown,0xFC2C,,,high
0x71C6,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L303F,R,0x303F,HC11_REG,BOOT_WATCHDOG_CPU,YES,MEDIUM,8,,memory,,L7100,mainline/unknown,0xFC2C,,CONFIG/EPROM config candidate,high
0x71CD,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L003A,#$04",RMW,0x003A,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x04,set 0x04,,L7100,mainline/unknown,0xFC2C,,,high
0x71D5,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF2AA,EXEC,0xF2AA,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x71D8,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L4008,R,0x4008,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,,high
0x71DB,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CPY L4006,R,0x4006,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,16,,CPY,,L7100,mainline/unknown,0xFC2C,,,high
0x71E9,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L003A,#$02",RMW,0x003A,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x02,set 0x02,,L7100,mainline/unknown,0xFC2C,,,high
0x71EC,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L0005,#$10",RMW,0x0005,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x10,set 0x10,,L7100,mainline/unknown,0xFC2C,,,high
0x71EF,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDD L3FFC,R,0x3FFC,ASIC_3FXX,IO_LATCH_OUTPUT,YES,MEDIUM,16,,memory,,L7100,mainline/unknown,0xFC2C,,ASIC I/O D port / external output latch | I/O D PORT ..,high
0x71F2,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF3ED,EXEC,0xF3ED,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,Very short delay (RTS),high
0x71F7,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STD L3FFC,W,0x3FFC,ASIC_3FXX,IO_LATCH_OUTPUT,YES,HIGH,16,,D,,L7100,mainline/unknown,0xFC2C,,ASIC I/O D port / external output latch | I/O D PORT ..,high
0x71FA,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L001A,#$20",RMW,0x001A,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x20,set 0x20,,L7100,mainline/unknown,0xFC2C,,SET b5,high
0x71FD,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L000F,#$20",RMW,0x000F,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x20,set 0x20,,L7100,mainline/unknown,0xFC2C,,SET b5,high
0x7200,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF326,EXEC,0xF326,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x7203,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0015,W,0x0015,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,,high
0x7205,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L082F,R,0x082F,EXT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,,high
0x720C,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF326,EXEC,0xF326,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x720F,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L0015,R,0x0015,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,,high
0x7219,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF2FD,EXEC,0xF2FD,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x7222,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF2FD,EXEC,0xF2FD,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x722B,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF2FD,EXEC,0xF2FD,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x722E,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L5B24,R,0x5B24,ROM_TABLE,SENSOR_ADC,YES,MEDIUM,8,,memory,,L7100,mainline/unknown,0xFC2C,IDLE,"64d, TPS MIN BIN VAL, (IDLE)",high
0x7233,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STD L02F6,W,0x02F6,DIRECT_RAM,SENSOR_ADC,YES,HIGH,16,,D,,L7100,mainline/unknown,0xFC2C,,FILT TPS (XMISH),high
0x7236,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,JSR LF280,EXEC,0xF280,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,,,control transfer,,L7100,mainline/unknown,0xFC2C,,,high
0x7239,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L0046,#$40",RMW,0x0046,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x40,set 0x40,,L7100,mainline/unknown,0xFC2C,,"SET b6, NON VOL MEM BOMBED",high
0x723C,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L0086,#$08",RMW,0x0086,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x08,set 0x08,,L7100,mainline/unknown,0xFC2C,,SET b3,high
0x724A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"ADDA 0,X",R,0x032B,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,ADDA,X=0x032B,L7100,mainline/unknown,0xFC2C,,indexed_resolved,high
0x7263,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"STAA 0,X",W,0x032B,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A=0x80,X=0x032B,L7100,mainline/unknown,0xFC2C,,indexed_resolved,high
0x7268,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,"BSET L003A,#$40",RMW,0x003A,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,bit,0x40,set 0x40,,L7100,mainline/unknown,0xFC2C,,"SET b6,",high
0x726B,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L4132,R,0x4132,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,"3.8 Deg, INTIAL SPK (256/90)",high
0x726F,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STD L01F6,W,0x01F6,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,16,,D,,L7100,mainline/unknown,0xFC2C,,,high
0x7272,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L001F,R,0x001F,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 21 CNT'R,high
0x7276,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B1E,R,0x5B1E,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,IF ERR 21 CNT'S L.T. ENABLE RESET OF ERR  21,high
0x727C,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L001F,W,0x001F,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 21 CNT'R,high
0x727E,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0020,R,0x0020,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 22 CNT'R,high
0x7282,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B21,R,0x5B21,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,IF ERR 22 CNT'S L.T. ENABLE RESET OF ERR 22,high
0x7288,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0020,W,0x0020,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 22 CNT'R,high
0x728A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0021,R,0x0021,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 24 CNT'R,high
0x728E,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B42,R,0x5B42,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,7 ERR CNTS MIN TO SET ERR 24,high
0x7294,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0021,W,0x0021,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 24 CNT'R,high
0x7296,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0022,R,0x0022,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 28 CNT'R,high
0x729A,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B52,R,0x5B52,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,10 ERR CNTS MIN TO SET ERR 28,high
0x72A0,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0022,W,0x0022,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 28 CNT'R,high
0x72A2,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0023,R,0x0023,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 37 CNT'R,high
0x72A6,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B58,R,0x5B58,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,8 ERR CNTS MIN TO SET ERR 37,high
0x72AC,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0023,W,0x0023,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 37 CNT'R,high
0x72AE,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0024,R,0x0024,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 38 CNT'R,high
0x72B2,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B5E,R,0x5B5E,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,ERR COUNT THRESH,high
0x72B8,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0024,W,0x0024,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 38 CNT'R,high
0x72BA,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0025,R,0x0025,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,"ERR 38, BRAKE OFF",high
0x72BE,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B62,R,0x5B62,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,ERR COUNT THRESH,high
0x72C4,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0025,W,0x0025,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,,high
0x72C6,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0026,R,0x0026,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 66 CNT'R,high
0x72CA,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B75,R,0x5B75,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,ERR COUNT THRESH,high
0x72D0,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0026,W,0x0026,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 66 CNT'R,high
0x72D2,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0027,R,0x0027,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 66 CNT'R,high
0x72D6,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B76,R,0x5B76,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,ERR COUNT THRESH,high
0x72DC,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0027,W,0x0027,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 66 CNT'R,high
0x72DE,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0028,R,0x0028,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 68 CNT'R,high
0x72E2,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B7A,R,0x5B7A,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,ERR COUNT THRESH,high
0x72E8,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0028,W,0x0028,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 68 CNT'R,high
0x72EA,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L0029,R,0x0029,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 72 CNT'R,high
0x72EE,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B8C,R,0x5B8C,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,ERR COUNT THRESH,high
0x72F4,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,STAA L0029,W,0x0029,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,A,,L7100,mainline/unknown,0xFC2C,,ERR 72 CNT'R,high
0x72F6,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,LDAA L002A,R,0x002A,DIRECT_RAM,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,memory,,L7100,mainline/unknown,0xFC2C,,ERR 73 CNT'R,high
0x72FA,BMHM_$31_main_window_ORG_0x7100,source_listing_no_bytes,CMPA L5B90,R,0x5B90,ROM_TABLE,OTHER,NO_UNLESS_DEPENDENCY_PROVES,LOW,8,,CMPA,,L7100,mainline/unknown,0xFC2C,,ERR COUNT THRESH,high
